epoch,loss,avg_reward
1,4.895907878875732,-0.0808098910143599
2,4.393950939178467,-0.07012259578332304
3,3.227797031402588,0.004095504980068648
4,5.816508769989014,0.000266971602104607
5,4.087217330932617,0.08251255055656657
6,4.90692138671875,0.1298792065354064
7,3.969102382659912,0.08264746628701687
8,5.342400550842285,0.07875225824536758
9,5.397472381591797,0.07093777991831303
10,3.273557424545288,0.008218404778745025
11,2.69053316116333,0.07122778736520557
12,3.5667762756347656,0.12217980565037577
13,3.4148757457733154,0.11478219486307353
14,4.1336164474487305,0.0909949493710883
15,3.6030356884002686,0.11062801700318231
16,2.742157459259033,0.05521582611836494
17,3.9250738620758057,0.059192558622453345
18,3.9285690784454346,0.06296495769638571
19,3.2792460918426514,0.09845431233989073
20,4.261213302612305,0.110710769565776
21,3.6836636066436768,0.15040827163029463
22,4.661456108093262,0.06731941129546612
23,2.391390085220337,0.05918992302613332
24,3.4008965492248535,0.10668260753154754
25,3.4196574687957764,0.08721767226234078
26,4.279573917388916,0.12687870193039996
27,2.9799156188964844,0.09910726073430853
28,3.672957181930542,0.08742875320604071
29,3.203050374984741,0.130572855763603
30,5.175747871398926,0.08358282548142598
31,3.6014909744262695,0.1703905435628258
32,3.4853386878967285,0.18656764635816214
33,4.285374641418457,0.11450053589651361
34,5.488659381866455,0.09475437727523967
35,3.320586919784546,0.08811514893313871
36,2.963298797607422,0.17022464333567766
37,2.3575246334075928,0.15441893385723232
38,3.66317081451416,0.20568082560785117
39,2.9454944133758545,0.11870667798211797
40,3.195950984954834,0.12637720857746898
41,4.019041538238525,0.13097160041797906
42,2.6360483169555664,0.06370517174946143
43,4.559545516967773,0.17036761721828952
44,4.469411373138428,0.19456082016695292
45,4.152207374572754,0.056040179624687866
46,3.6066529750823975,0.19051307735498993
47,3.275639295578003,0.19835037473822012
48,4.286579132080078,0.13489127287175506
49,3.174860954284668,0.15458075721981004
50,4.170808792114258,0.18659436884336172
51,4.988933563232422,0.10375121672404931
52,3.4888296127319336,0.08752267640084027
53,4.242356300354004,0.19391369455261157
54,3.3214616775512695,0.13543303332990037
55,5.041663646697998,0.21420350684784353
56,4.364651679992676,0.17091731925029308
57,5.090527534484863,0.20609583377372476
58,3.779360771179199,0.16295817676000296
59,2.876889228820801,0.1429445264860988
60,2.687528371810913,0.10353651342447846
61,4.285920143127441,0.1474037781939842
62,4.319539546966553,0.20675199816469103
63,4.39278507232666,0.09554257451090961
64,3.7744033336639404,0.09168552674818785
65,7.394702434539795,0.2153038608492352
66,3.156134843826294,0.18710466664051636
67,3.4598512649536133,0.19519280467648056
68,5.015316486358643,0.1549703386495821
69,3.2144923210144043,0.17090747907059267
70,4.7062482833862305,0.13513393598841503
71,3.1265318393707275,0.06351695569464937
72,2.8051350116729736,0.14726458644727244
73,4.1439690589904785,0.11091257436200977
74,3.6250851154327393,0.1992741803172976
75,2.591066360473633,0.170934193150606
76,5.594137668609619,0.16328787488164379
77,4.383478164672852,0.1868112252675928
78,5.21764612197876,0.15926103555830196
79,2.627415180206299,0.1433324178913608
80,4.134918689727783,0.11583645776845516
81,3.7223918437957764,0.25470606560120357
82,2.7206919193267822,0.07526286368956789
83,2.8176002502441406,0.1274583132006228
84,6.161678791046143,0.18753628404811026
85,2.155757427215576,0.13979849318275228
86,4.202446937561035,0.1833504119538702
87,5.536880016326904,0.17119598535355182
88,2.587644100189209,0.18771509465295821
89,4.56094217300415,0.23952136989682912
90,3.263291120529175,0.22331454396480693
91,3.998048782348633,0.24361083183903248
92,2.49272084236145,0.1679407983319834
