episode,episode_reward,final_saving_balance,episode_steps,loss
1,7060.0,,16000,1.1874221563339233
2,13292.0,,16000,5.4076738357543945
3,14610.0,,16000,5.716805458068848
4,15204.0,,16000,4.073147773742676
5,15590.0,,16000,2.905980348587036
6,15682.0,,16000,1.9457731246948242
