episode,episode_reward,final_saving_balance,episode_steps,loss
1,4364.0,,16000,31.38007317483425
2,11626.0,,16000,56.563336598873136
3,14552.0,,16000,43.33166193962097
4,15382.0,,16000,18.404395243525506
5,15740.0,,16000,3.462695290707052
6,15800.0,,16000,0.3580770287197083
